Sensor.ID,AirTemp,Day,Hour,Latitude,Longitude,Year,Install.Type,Borough,ntacode
Bk-BR_01,71.189,06/15/2018,1,40.66620508,-73.91691035,2018,Street Tree,Brooklyn,BK81
Bk-BR_01,70.24333333,06/15/2018,2,40.66620508,-73.91691035,2018,Street Tree,Brooklyn,BK81
Bk-BR_01,69.39266667,06/15/2018,3,40.66620508,-73.91691035,2018,Street Tree,Brooklyn,BK81
Bk-BR_01,68.26316667,06/15/2018,4,40.66620508,-73.91691035,2018,Street Tree,Brooklyn,BK81
Bk-BR_01,67.114,06/15/2018,5,40.66620508,-73.91691035,2018,Street Tree,Brooklyn,BK81
Bk-BR_01,65.9655,06/15/2018,6,40.66620508,-73.91691035,2018,Street Tree,Brooklyn,BK81
Bk-BR_01,67.11433333,06/15/2018,7,40.66620508,-73.91691035,2018,Street Tree,Brooklyn,BK81
Bk-BR_01,68.89233333,06/15/2018,8,40.66620508,-73.91691035,2018,Street Tree,Brooklyn,BK81
